reportdate,pruid,prename,prfname,series_type,primary_series,first_additional_vaccine,second_additional_vaccine,primary_series_completed
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Pfizer-BioNTech Comirnaty,Moderna Spikevax,All other series,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,All other series,9
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Have not received a 2nd additional dose,43193
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Pfizer-BioNTech Comirnaty,All other series,Have not received a 2nd additional dose,64
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Pfizer-BioNTech Comirnaty,All other series,Have not received a 2nd additional dose,25
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Pfizer-BioNTech Comirnaty,All other series,Have not received a 2nd additional dose,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,196984
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,1318
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,6947
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,All other series,3
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,mRNA mixed series,Pfizer-BioNTech Comirnaty,All other series,4
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,48865
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Moderna Spikevax,Moderna Spikevax,1891
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,3220
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Moderna Spikevax,All other series,7
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,mRNA mixed series,Moderna Spikevax,All other series,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Moderna Spikevax,Have not received a 2nd additional dose,59619
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,All other series,Have not received a 2nd additional dose,4
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,mRNA mixed series,All other series,Have not received a 2nd additional dose,39
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,46778
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Moderna Spikevax,1106
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,2526
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,15032
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Moderna Spikevax,Moderna Spikevax,Moderna Spikevax,10184
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,Moderna Spikevax,Pfizer-BioNTech Comirnaty,2847
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Moderna Spikevax,Moderna Spikevax,All other series,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,Moderna Spikevax,All other series,2
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Moderna Spikevax,Moderna Spikevax,Have not received a 2nd additional dose,58857
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Moderna Spikevax,All other series,Moderna Spikevax,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,All other series,Have not received a 2nd additional dose,7
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Moderna Spikevax,All other series,Have not received a 2nd additional dose,16
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,43306
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,174
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,467
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,All other series,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,24598
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Moderna Spikevax,322
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,111
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Have not received a 2nd additional dose,27963
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Have not received a 2nd additional dose,3
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Have not received a 2nd additional dose,4
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,5058
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Moderna Spikevax,9
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,19
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,769
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Moderna Spikevax,4
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Pfizer-BioNTech Comirnaty,5
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Have not received a 2nd additional dose,401
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Moderna Spikevax,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,5
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,2
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,8
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,376
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,All other series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,9
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Pfizer-BioNTech Comirnaty,All other series,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,All other series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,72
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,234
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Moderna Spikevax,Moderna Spikevax,2
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Moderna Spikevax,Have not received a 2nd additional dose,27
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,All other series,Moderna Spikevax,Have not received a 2nd additional dose,36
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,All other series,Pfizer-BioNTech Comirnaty,1
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,All other series,All other series,Pfizer-BioNTech Comirnaty,2
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,All other series,All other series,All other series,2
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,All other series,Have not received a 2nd additional dose,23
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,26
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,503
"July 17, 2022",12,Nova Scotia,Nouvelle-Écosse,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,608
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,153993
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,49003
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,3,Pfizer-BioNTech Comirnaty,All other series,Not reported,11
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,165273
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,45549
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,mRNA mixed series,Moderna Spikevax,Not reported,46757
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,32276
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,11225
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,1,Moderna Spikevax,Moderna Spikevax,Not reported,49350
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,37067
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,24030
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,13421
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,2802
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,2237
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,1222
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,320
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,434
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,3,All other series,Moderna Spikevax,Not reported,303
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,368
"July 17, 2022",13,New Brunswick,Nouveau-Brunswick,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,488
"July 17, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Moderna Spikevax,94928
"July 17, 2022",24,Quebec,Québec,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,474142
"July 17, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,All other series,6
"July 17, 2022",24,Quebec,Québec,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,1202938
"July 17, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Moderna Spikevax,199438
"July 17, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Pfizer-BioNTech Comirnaty,152723
"July 17, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,All other series,5
"July 17, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Have not received a 2nd additional dose,965031
"July 17, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,All other series,Pfizer-BioNTech Comirnaty,116
"July 17, 2022",24,Quebec,Québec,1,Pfizer-BioNTech Comirnaty,All other series,Have not received a 2nd additional dose,86
"July 17, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,All other series,Have not received a 2nd additional dose,200
"July 17, 2022",24,Quebec,Québec,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,1705393
"July 17, 2022",24,Quebec,Québec,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,2463
"July 17, 2022",24,Quebec,Québec,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,8533
"July 17, 2022",24,Quebec,Québec,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,34401
"July 17, 2022",24,Quebec,Québec,2,mRNA mixed series,Moderna Spikevax,Moderna Spikevax,12414
"July 17, 2022",24,Quebec,Québec,2,mRNA mixed series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,4960
"July 17, 2022",24,Quebec,Québec,2,mRNA mixed series,Moderna Spikevax,Have not received a 2nd additional dose,52251
"July 17, 2022",24,Quebec,Québec,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,65121
"July 17, 2022",24,Quebec,Québec,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Moderna Spikevax,3675
"July 17, 2022",24,Quebec,Québec,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,7568
"July 17, 2022",24,Quebec,Québec,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,82271
"July 17, 2022",24,Quebec,Québec,1,Moderna Spikevax,Moderna Spikevax,Moderna Spikevax,173018
"July 17, 2022",24,Quebec,Québec,2,Moderna Spikevax,Moderna Spikevax,Pfizer-BioNTech Comirnaty,13983
"July 17, 2022",24,Quebec,Québec,1,Moderna Spikevax,Moderna Spikevax,Have not received a 2nd additional dose,535022
"July 17, 2022",24,Quebec,Québec,2,Moderna Spikevax,All other series,Moderna Spikevax,5
"July 17, 2022",24,Quebec,Québec,2,Moderna Spikevax,All other series,Have not received a 2nd additional dose,29
"July 17, 2022",24,Quebec,Québec,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,503302
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Moderna Spikevax,3197
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,15604
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,58891
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Moderna Spikevax,39842
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Pfizer-BioNTech Comirnaty,7313
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Have not received a 2nd additional dose,198887
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,48098
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Moderna Spikevax,5810
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,35169
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,40458
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Moderna Spikevax,23183
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Pfizer-BioNTech Comirnaty,2077
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Have not received a 2nd additional dose,46502
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Moderna Spikevax,5
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Pfizer-BioNTech Comirnaty,55
"July 17, 2022",24,Quebec,Québec,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,223
"July 17, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Have not received a 2nd additional dose,19
"July 17, 2022",24,Quebec,Québec,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,14353
"July 17, 2022",24,Quebec,Québec,2,All other series,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,62
"July 17, 2022",24,Quebec,Québec,2,All other series,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,1675
"July 17, 2022",24,Quebec,Québec,3,All other series,Moderna Spikevax,Have not received a 2nd additional dose,6
"July 17, 2022",24,Quebec,Québec,2,All other series,Moderna Spikevax,Have not received a 2nd additional dose,463
"July 17, 2022",24,Quebec,Québec,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,1711
"July 17, 2022",24,Quebec,Québec,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,11763
"July 17, 2022",24,Quebec,Québec,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,93
"July 17, 2022",35,Ontario,Ontario,2,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Moderna Spikevax,136950
"July 17, 2022",35,Ontario,Ontario,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,642352
"July 17, 2022",35,Ontario,Ontario,2,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,All other series,147
"July 17, 2022",35,Ontario,Ontario,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Have not received a 2nd additional dose,2444502
"July 17, 2022",35,Ontario,Ontario,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Moderna Spikevax,74005
"July 17, 2022",35,Ontario,Ontario,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Pfizer-BioNTech Comirnaty,84685
